,raw_name,label,pre_class_win0,pre_class_win1,pre_class_win2,pre_class_win3,pre_class_win4,pre_class_win5,pre_class_win6,pre_class_win7,pre_class_win8,pre_class_win9,pre_class_win10,pre_class_win11,pre_class_win12,pre_class_win13,pre_class_win14,pre_class_win15,pre_class_win16,pre_class_win17,pre_class_win18,pre_class_win19,pre_class_win20,pre_class_win21,pre_class_win22,pre_class_win23,pre_class_win24,pre_prob_win0,pre_prob_win1,pre_prob_win2,pre_prob_win3,pre_prob_win4,pre_prob_win5,pre_prob_win6,pre_prob_win7,pre_prob_win8,pre_prob_win9,pre_prob_win10,pre_prob_win11,pre_prob_win12,pre_prob_win13,pre_prob_win14,pre_prob_win15,pre_prob_win16,pre_prob_win17,pre_prob_win18,pre_prob_win19,pre_prob_win20,pre_prob_win21,pre_prob_win22,pre_prob_win23,pre_prob_win24,label
85,C20180923sunyt_TPD_DIA_vb10_6_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000221572,0.005088834,0.05576393,0.12567064,0.000272153,0.048386306,0.000237242,0.02232242,0.010958688,8.21E-06,0.00713957,6.17E-06,3.01E-05,0.0030443,5.65E-06,0.1093506,0.040021356,0.010961986,0.07207925,8.19E-06,2.47E-06,0.000649206,2.17E-06,9.85E-06,4.09E-06,0
86,B20180815sunyt_TPD_DIA_b63_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.001407134,0.015824242,0.16609852,0.100571096,1.13E-05,0.014988065,0.000233398,0.13112958,0.031291906,2.46E-05,0.003634325,6.46E-05,8.57E-06,0.14686726,2.25E-05,0.01380615,0.095324576,0.010265554,0.047444455,0.000150029,0.001337667,0.005904096,1.37E-06,0.08896624,0.000223381,0
87,C20180929sunyt_TPD_DIA_vb19_5_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000415223,0.19820793,0.17271982,0.18346018,0.40857542,0.3360231,0.000946571,0.031097187,0.030666947,0.000116062,0.012247757,0.001108538,0.002679928,0.30313107,0.000142743,0.026783809,0.24865745,0.06812705,0.0302112,0.065059,7.56E-06,0.10758733,5.94E-06,1.03E-05,0.080893,0
88,A20180920sunyt_TPD_DIA_vb5_15_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.9864807,0.7350343,0.6846498,0.64316696,0.94552916,0.6479578,0.999413,0.89458764,0.9967803,0.999881,0.9969716,0.9999864,0.9999858,0.35086635,0.510992,0.99160683,0.9526916,0.9972281,0.982038,0.99990475,0.9998858,0.9565556,0.79113966,0.9999831,0.93643373,1
89,B20180801sunyt_TPD_DIA_b83_10_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000289908,0.10657765,0.1136663,0.06763754,1.28E-05,0.01447369,3.17E-05,0.034685127,0.00034963,3.43E-05,0.007575983,3.64E-06,1.60E-05,0.001893013,1.02E-05,0.006999919,0.08201914,0.010530458,0.026473159,2.86E-05,1.47E-05,0.000178558,2.31E-06,6.82E-06,5.10E-05,0
90,A20180921sunyt_TPD_DIA_vb6_13_1_350_1800_B,B,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Malignant,Malignant,Benign,Benign,Benign,Malignant,Malignant,Malignant,0.8072336,0.08660266,0.4124041,0.33249116,0.000167107,0.15425569,0.9978108,0.36350256,0.47076607,0.31476778,0.46483362,0.84534085,0.007910061,0.025701161,0.016812537,0.028685903,0.5097277,0.9924198,0.99943846,0.051487945,0.004922959,0.17511506,0.9999434,0.8360319,0.9937769,0
91,A20180926sunyt_TPD_DIA_vb14_9_1_350_1800_M,M,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Malignant,0.001311055,0.5746998,0.20372319,0.1920139,1.28E-05,0.2702467,3.76E-05,0.29370123,0.022447132,0.000309588,0.005806737,4.34E-06,0.000360363,0.43054184,3.80E-05,0.012479935,0.33745807,0.004033539,0.8123338,7.86E-05,6.06E-05,0.71730554,1.19E-05,0.000206734,0.99752253,1
92,B20180801sunyt_TPD_DIA_b83_3_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,0.96200734,0.7508084,0.73716396,0.7338619,0.9999888,0.904391,0.50775135,0.772709,0.94065994,0.9989838,0.5595395,0.9154508,0.971265,0.9120681,0.9999846,0.92396426,0.588358,0.5788679,0.6896532,0.9759429,0.9992893,0.92134637,0.99384165,0.6216489,0.018604921,1
93,C20181006sunyt_TPD_DIA_vb36_2_1_350_1800_B,B,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Benign,Malignant,Malignant,Benign,Benign,Malignant,0.485128,0.9326026,0.29389656,0.42954314,0.006093073,0.3483203,0.068214715,0.24810763,0.944587,0.006351278,0.34343424,0.001608917,0.052652292,0.046682183,0.020887766,0.19265196,0.41990006,0.53567636,0.9738448,0.1671409,0.9998211,0.99837273,0.37666723,0.09464591,0.9974602,0
94,B20180923sunyt_TPD_DIA_vb7_9_1_350_1800_B,B,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Malignant,Benign,Malignant,Benign,Malignant,Benign,Malignant,0.77207226,0.37792313,0.2326183,0.4913529,0.22163957,0.64669514,0.007592729,0.5860695,0.21644276,0.99979335,0.092682265,0.035771422,0.017873356,0.0531981,0.99989116,0.11143553,0.7269457,0.4738119,0.9880166,0.019700853,0.9580626,0.000416948,0.9959145,0.47510877,0.9999721,0
95,B20180723sunyt_TPD_DIA_b79_4_1_350_1800_M,M,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.9215638,0.3503945,0.2996464,0.22480331,0.8394053,0.42369404,0.000345979,0.3381973,0.39001128,1.95E-05,0.016987063,4.95E-06,7.15E-05,0.82089967,0.001185502,0.029219924,0.51997584,0.06990256,0.007408973,9.91E-06,8.15E-06,0.000224215,5.68E-05,1.01E-05,1.17E-05,1
96,B20180924sunyt_TPD_DIA_vb8_9_1_350_1800_B,B,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Benign,Malignant,Benign,Malignant,Benign,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Malignant,0.15404762,0.71153826,0.57782555,0.5880538,0.003936854,0.6893437,0.8542256,0.86719763,0.9141066,0.9978709,0.10837505,0.057005614,0.86122745,0.01413668,0.99995697,0.23225725,0.70167834,0.4671997,0.03501204,0.002016346,0.96180564,0.001946532,8.12E-06,0.003031977,0.99987996,0
97,B20180624sunyt_TPD_DIA_b54_6_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.9676223,0.74920964,0.57954013,0.6793484,0.99998605,0.5911553,0.9947023,0.9796791,0.82616615,0.99996436,0.009999702,0.001138097,0.000712878,0.004169177,5.42E-05,0.025698712,0.91100097,0.085238986,0.001369267,7.12E-05,1.05E-05,0.0033906,2.34E-05,2.53E-05,0.000870144,1
98,B20180821sunyt_TPD_DIA_b60_9_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,0.97422314,0.9086233,0.55383176,0.67665833,0.99954623,0.96798795,0.93832546,0.8862555,0.96837336,0.9999883,0.84183806,0.9999895,0.99995184,0.98611814,0.99998736,0.9979873,0.6075248,0.9521382,0.9693487,0.9940175,0.999276,0.8791407,0.9501988,0.8968526,0.4759661,1
99,B20180930sunyt_TPD_DIA_vb20_6_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.008174024,0.31323573,0.27537343,0.24531828,9.33E-05,0.23194215,0.000484813,0.09116917,0.003906469,2.13E-05,0.06306008,9.27E-05,0.00944057,0.025569703,1.74E-05,0.005249286,0.14335188,0.015773105,0.000420601,0.000100654,0.001081952,0.000572772,0.01341978,3.88E-06,0.16189606,1
100,B20180821sunyt_TPD_DIA_b71_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000145866,0.030334398,0.09094299,0.05857668,4.23E-05,0.020014346,0.000410722,0.013246865,0.000590513,4.88E-05,0.002375376,1.43E-05,0.000118837,0.002831376,2.81E-05,0.006471701,0.17141233,0.021269705,0.003152856,0.000342582,6.48E-05,0.0007069,1.77E-06,0.000265805,4.73E-05,0
101,A20180925sunyt_TPD_DIA_vb13_8_1_350_1800_M,M,Malignant,Malignant,Benign,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.78145725,0.7824835,0.43812114,0.70424306,0.8528603,0.34166592,0.83270144,0.6738429,0.56288886,0.99991393,0.9906341,0.99996626,0.9986486,0.9680586,0.8834502,0.89784724,0.43802464,0.9962238,0.9739482,0.7227997,0.9341221,0.9809379,0.9964844,0.9146716,0.99998546,1
102,C20181005sunyt_TPD_DIA_vb35_3_1_350_1800_B,B,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.017543526,0.32159945,0.38491097,0.2830776,0.9952058,0.3214911,0.000983177,0.20781825,0.008700225,0.000581049,0.14844687,0.000543395,0.000964687,0.7396948,0.2841777,0.16348007,0.37666598,0.59027207,0.10251199,0.48367596,0.30195156,0.025787823,0.011085639,3.50E-05,0.20694128,0
103,C20180925sunyt_TPD_DIA_vb17_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000234394,0.3411999,0.15754063,0.13696837,8.37E-05,0.12604965,0.002423907,0.04417238,0.010242625,0.000415494,0.0783111,0.014822518,0.000390164,0.021489032,0.04383627,0.16937532,0.16852036,0.04618827,0.43622768,5.22E-06,1.71E-05,0.005656035,0.41413516,0.007817449,0.2651035,0
104,B20180925sunyt_TPD_DIA_vb9_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000607709,0.013830661,0.16144937,0.13832258,0.072594,0.100841306,8.30E-05,0.1243971,0.015702978,0.001067281,0.17494856,0.001504083,0.26412225,0.04943403,2.51E-05,0.003895015,0.0668921,0.012345591,0.12691289,1.33E-06,5.63E-05,0.020077191,6.09E-06,0.00506968,8.02E-05,0
105,B20180901sunyt_TPD_DIA_b49_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.004255126,0.018986518,0.12528005,0.24641944,7.63E-05,0.04253786,0.010872672,0.027661657,0.004924669,0.005115452,0.003198464,0.002855887,0.07049978,0.006080017,1.24E-05,0.005269243,0.16376543,0.031236982,0.010035945,0.000202849,0.000852589,0.01780991,3.11E-05,2.42E-05,4.42E-05,0
106,B20180721sunyt_TPD_DIA_b78_15_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.010133405,0.17694293,0.19051206,0.1249787,1.29E-05,0.21927169,0.015411262,0.12631626,0.13974704,2.39E-06,0.045448676,3.16E-05,0.005441277,0.006786509,4.68E-06,0.047144048,0.40055746,0.051879514,0.003003453,8.42E-06,9.30E-05,0.001150471,1.26E-05,0.002839172,7.02E-06,0
107,C20181001sunyt_TPD_DIA_vb28_11_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000112209,0.03559478,0.03226234,0.06319736,1.19E-05,0.030078063,0.000475356,0.076541975,0.038706943,4.69E-05,0.005004319,0.000189242,4.50E-05,0.003716137,5.12E-05,0.16116923,0.055238243,0.050622664,0.017675616,0.000554287,7.03E-06,0.000988642,2.62E-06,3.86E-05,4.76E-05,1
108,B20180920sunyt_TPD_DIA_vb3_6_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Malignant,Benign,Malignant,0.11823745,0.3477188,0.28789827,0.38057473,1.89E-05,0.067106314,0.000891503,0.13269612,0.00963691,0.363485,0.3984217,0.012149912,0.2494327,0.15390377,0.9732536,0.16223083,0.746767,0.036963712,0.050205633,0.99975437,0.7161241,0.000630429,0.9999927,6.26E-05,0.982255,0
109,B20180618sunyt_TPD_DIA_b47_5_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000611934,0.015177057,0.069635354,0.03268964,5.82E-05,0.032651965,4.15E-05,0.09915517,0.003865721,8.54E-06,0.00289936,1.54E-05,4.38E-05,0.004759656,2.88E-06,0.004472987,0.047361195,0.004256873,0.013065828,1.04E-06,2.20E-06,0.000408715,1.69E-06,1.82E-05,7.26E-06,0
110,B20181009sunyt_TPD_DIA_vb37_3_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000517687,0.005012237,0.1338367,0.06684282,0.000122237,0.12428591,6.03E-05,0.04837651,0.007176973,6.33E-06,0.002319544,1.94E-05,1.68E-05,0.003171914,2.06E-06,0.014883316,0.11666664,0.021349493,0.010250913,8.74E-06,2.80E-06,0.000490914,1.23E-06,5.00E-05,1.03E-05,0
111,B20180723sunyt_TPD_DIA_b79_5_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.007629199,0.05683114,0.14455062,0.11612424,7.64E-07,0.090582,0.000257188,0.036379013,0.30260974,2.08E-06,0.13288791,1.82E-05,3.29E-05,0.2829113,3.92E-05,0.016845323,0.24568671,0.014553349,0.000788728,0.000567962,2.80E-05,0.000383007,1.81E-05,1.11E-05,1.93E-05,0
112,B20181009sunyt_TPD_DIA_vb9_13_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.001817436,0.22136164,0.22331251,0.121899106,2.69E-06,0.07620101,0.002731599,0.02419351,0.08657834,1.19E-05,0.005306302,2.26E-05,0.003985422,0.010006936,0.004248563,0.032893248,0.17003416,0.009229651,0.005802928,2.54E-05,9.42E-05,0.0386957,2.60E-05,1.41E-05,9.82E-05,0
113,C20180918sunyt_TPD_DIA_vb2_7_1_350_1800_M,M,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Benign,Malignant,Benign,Benign,Benign,Malignant,Malignant,0.24877115,0.26767412,0.24866968,0.345149,0.8584336,0.4019966,0.003237612,0.4750099,0.076711,0.12875491,0.9300776,0.9937403,0.9991837,0.73142064,0.9733847,0.038780313,0.64037764,0.59325695,0.27146333,0.93067765,8.72E-05,0.001049561,0.001292844,0.96070457,0.9969854,1
114,B20180621sunyt_TPD_DIA_b53_3_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.98075944,0.9389689,0.9264498,0.7359759,0.99999607,0.93088603,0.999496,0.9876074,0.96085006,0.9998047,0.56998336,0.9999976,0.999972,0.9319054,0.99997604,0.99757046,0.8862604,0.9993375,0.99952936,0.9987154,0.99855274,0.99974865,0.99998224,0.9997633,0.9999968,1
115,A20180921sunyt_TPD_DIA_vb6_3_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.001538021,0.16219832,0.21717717,0.18893832,2.27E-05,0.37316215,0.001043071,0.12363925,0.02766966,2.10E-05,0.036104254,0.000281925,0.000261206,0.011641615,0.019890813,0.08673876,0.4553673,0.32749987,0.002795275,0.01719301,0.020032631,0.000448971,6.30E-06,0.001317509,2.57E-05,0
116,B20180921sunyt_TPD_DIA_vb4_15_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,0.000150575,0.020260498,0.0448262,0.06657008,2.03E-05,0.036609896,0.000116781,0.011634819,0.012364264,4.68E-05,0.001229877,0.853151,9.43E-05,0.016860921,0.000236916,0.27125844,0.06552183,0.0859965,0.004933239,3.95E-06,0.99364716,0.003117229,0.003705228,5.64E-05,1.17E-05,0
117,B20181002sunyt_TPD_DIA_vb26_8_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000336649,0.010169763,0.05460324,0.050147522,1.82E-05,0.027447268,0.000138787,0.028607542,0.005670292,2.26E-05,0.013118808,7.29E-05,0.000243412,0.00927759,5.42E-06,0.003631141,0.059634533,0.009570978,0.020700872,4.65E-06,8.11E-06,0.003084348,0.002535942,1.43E-05,4.35E-05,0
118,B20181006sunyt_TPD_DIA_vb34_2_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.022952346,0.04919219,0.14504567,0.17502426,7.05E-06,0.2903787,0.000169817,0.17312834,0.017384157,0.00049065,0.03624724,0.000254332,4.63E-05,0.001060639,0.5727451,0.002251649,0.45459086,0.103036694,0.002562208,1.84E-05,0.000103386,0.22460124,1.01E-06,1.90E-05,0.000333299,0
119,B20180618sunyt_TPD_DIA_b47_6_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000202283,0.010228268,0.039214604,0.031967282,7.92E-06,0.032906186,6.49E-05,0.4537007,0.009638062,1.09E-05,0.001269809,0.000126246,9.53E-05,0.029850017,9.96E-06,0.003050211,0.051557515,0.002702372,0.001452893,9.02E-06,1.70E-05,0.000414367,5.14E-06,5.85E-06,1.33E-05,0
120,C20181005sunyt_TPD_DIA_vb35_9_1_350_1800_M,M,Benign,Benign,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,0.080955654,0.21921021,0.38439274,0.27204573,0.9994931,0.5807228,0.001721773,0.24505138,0.29856017,0.001256107,0.05505897,0.93998736,0.046591427,0.020312985,0.004201675,0.022653993,0.36344156,0.8645296,0.2098701,0.14440458,0.000296294,0.033771444,0.000412043,0.006830744,0.9559995,1
121,B20181002sunyt_TPD_DIA_vb26_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000172456,0.019146802,0.03181596,0.047670756,3.64E-06,0.020995822,0.000468128,0.016957818,0.001766075,1.28E-05,0.001375512,6.02E-06,1.66E-05,0.00021343,3.17E-06,0.008433208,0.057573408,0.003413043,0.000998469,1.99E-05,4.67E-06,0.001210165,3.61E-06,4.01E-06,8.65E-06,0
122,B20180901sunyt_TPD_DIA_b81_2_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000205696,0.010793973,0.16869998,0.13711978,2.53E-05,0.030936966,0.000505095,0.03373604,0.001552086,1.66E-05,0.007643642,0.000434153,0.002072562,0.000836418,2.89E-05,0.002937188,0.13530147,0.005807838,0.00363316,5.18E-05,0.015110731,0.005034197,1.78E-05,1.57E-05,0.000154872,0
123,B20180720sunyt_TPD_DIA_b77_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000684532,0.05268665,0.2107177,0.101566926,2.03E-05,0.2139296,0.000148263,0.22010146,0.018486908,2.09E-06,0.06660351,0.0006728,0.000510949,0.005564402,0.000902749,0.03554809,0.36680743,0.1539378,0.00147519,2.22E-05,8.90E-06,0.000269456,1.65E-06,0.002933902,1.74E-05,0
124,B20180616sunyt_TPD_DIA_b45_9_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.00423372,0.016363483,0.13393266,0.11907287,0.000342593,0.10652819,4.30E-05,0.13114013,0.000858503,4.42E-05,0.008112697,5.46E-06,0.006333026,0.000740438,0.004870303,0.013493395,0.5376624,0.005439935,0.006693054,5.92E-05,0.00051612,0.00464629,6.43E-06,0.000102814,0.000605635,1
125,B20180825sunyt_TPD_DIA_b9_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.001349581,0.092862,0.17830554,0.2438414,0.000197376,0.0298674,0.000276074,0.19331613,0.008905431,2.11E-05,0.032744717,0.000186122,0.000423974,0.001322512,2.22E-05,0.006595674,0.04878043,0.10649569,0.002682321,8.24E-05,1.63E-05,0.003189471,1.62E-05,0.008484361,0.000143918,0
126,B20180618sunyt_TPD_DIA_b47_3_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000183186,0.011278232,0.050475955,0.03302116,1.49E-05,0.029428933,0.000147886,0.14129211,0.09600524,0.000344196,0.00102138,2.25E-05,2.56E-05,0.003305789,4.23E-06,0.001592833,0.051196326,0.002765934,0.001245324,2.19E-06,3.06E-06,0.000312696,1.67E-06,1.12E-05,2.60E-06,0
127,B20181008sunyt_TPD_DIA_vb31_13_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.003546561,0.17442079,0.20391688,0.17111896,3.45E-05,0.3712747,0.001184483,0.16776708,0.01368214,2.10E-05,0.0513394,1.97E-05,0.056175437,0.000973999,1.03E-05,0.32400042,0.32909507,0.022875853,0.008919204,4.53E-05,2.98E-05,0.16568947,0.020922618,9.38E-05,4.53E-06,0
128,B20180821sunyt_TPD_DIA_b60_10_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000179622,0.06826953,0.14795183,0.040109787,2.03E-06,0.061330665,0.000145508,0.018433727,0.003582133,1.57E-05,0.002217426,1.68E-05,3.08E-05,0.001411514,0.000153146,0.023578428,0.118061095,0.007964572,0.004129561,3.29E-05,1.44E-05,0.000171729,2.83E-06,1.10E-05,4.21E-05,0
129,B20180921sunyt_TPD_DIA_vb4_9_1_350_1800_M,M,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Benign,Malignant,0.96226954,0.33398846,0.33244434,0.20600459,0.00413236,0.50995374,0.000290403,0.40486583,0.6980915,0.22342949,0.7301845,0.014387305,0.2731718,0.5682323,0.6835531,0.031179398,0.23314495,0.34894112,0.17058319,0.05449437,0.000156523,0.5224489,0.99162537,0.232959,0.54017943,1
