,raw_name,label,pre_class_win0,pre_class_win1,pre_class_win2,pre_class_win3,pre_class_win4,pre_class_win5,pre_class_win6,pre_class_win7,pre_class_win8,pre_class_win9,pre_class_win10,pre_class_win11,pre_class_win12,pre_class_win13,pre_class_win14,pre_class_win15,pre_class_win16,pre_class_win17,pre_class_win18,pre_class_win19,pre_class_win20,pre_class_win21,pre_class_win22,pre_class_win23,pre_class_win24,pre_prob_win0,pre_prob_win1,pre_prob_win2,pre_prob_win3,pre_prob_win4,pre_prob_win5,pre_prob_win6,pre_prob_win7,pre_prob_win8,pre_prob_win9,pre_prob_win10,pre_prob_win11,pre_prob_win12,pre_prob_win13,pre_prob_win14,pre_prob_win15,pre_prob_win16,pre_prob_win17,pre_prob_win18,pre_prob_win19,pre_prob_win20,pre_prob_win21,pre_prob_win22,pre_prob_win23,pre_prob_win24,label
40,B20181002sunyt_TPD_DIA_vb26_10_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000471885,0.06696944,0.34994897,0.1403721,2.01E-06,0.20042211,0.000359382,0.27018255,0.007710672,9.50E-05,0.009727451,6.58E-05,8.07E-05,0.19398543,2.19E-05,0.063392974,0.23600946,0.019267192,0.002415089,0.00010499,0.000147232,0.002134044,3.11E-06,0.000117195,0.000108182,1
41,C20181001sunyt_TPD_DIA_vb28_7_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000450086,0.05419658,0.19842567,0.105483115,4.59E-06,0.040529184,6.38E-05,0.059439126,0.013732035,1.06E-05,0.21920568,6.40E-05,0.001622605,0.006299488,0.000182422,0.030721337,0.049438883,0.11571028,0.15396377,0.000166976,1.69E-05,0.004784441,3.02E-06,9.88E-06,0.000133131,0
42,B20180806sunyt_TPD_DIA_b2_1_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,0.68422323,0.9164277,0.87604165,0.7558534,0.99989545,0.9391215,0.9793794,0.553384,0.89426994,0.9821196,0.8633581,0.9998486,0.9999398,0.5220258,0.99995124,0.63317895,0.64212906,0.9786533,0.9926226,0.9999703,0.9973847,0.10506052,0.9582876,0.99997246,0.99976355,1
43,C20180924sunyt_TPD_DIA_vb11_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.048053972,0.082211144,0.11221569,0.1272496,0.03749529,0.08082642,0.000611036,0.274792,0.072026074,2.26E-05,0.013076427,0.002042593,0.006330713,0.25319827,0.006956206,0.013385202,0.23003267,0.06489146,0.023248563,0.000380393,0.115777604,0.003562746,1.00E-05,0.001392546,0.000819174,0
44,B20180825sunyt_TPD_DIA_b29_8_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Malignant,Malignant,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Malignant,0.24989946,0.017065652,0.24210772,0.4872566,0.26978695,0.071469754,0.000369502,0.42883626,0.6441616,0.8717252,0.039948083,0.010746634,0.4050442,0.9682837,0.9958651,0.3863888,0.8771492,0.16442153,0.37149477,0.9993362,0.92466205,0.020366833,0.17113797,0.02517732,0.9844818,0
45,B20180815sunyt_TPD_DIA_b63_10_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000323089,0.06887882,0.14882742,0.09435772,1.19E-05,0.028157562,0.000178988,0.010049835,0.002996956,2.33E-05,0.0025177,1.08E-05,0.000636136,0.016795686,4.48E-05,0.002027938,0.07673564,0.034183316,0.003197502,1.45E-05,1.80E-05,0.000787209,2.34E-05,5.17E-06,1.14E-05,0
46,B20180725sunyt_TPD_DIA_b81_15_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.97928953,0.749539,0.90184087,0.7676644,0.9999989,0.947349,0.99972206,0.9625656,0.9701414,0.99998736,0.99138147,0.9999902,0.99996555,0.9830877,0.9999844,0.9841899,0.963694,0.99835455,0.99875426,0.9996811,0.999961,0.5318476,0.9999931,0.9995552,0.9985135,1
47,B20180807sunyt_TPD_DIA_b11_15_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000371446,0.4220805,0.34286296,0.108521916,0.000237921,0.08209454,0.003164484,0.02540339,0.002579144,0.000232064,0.006861383,0.000162922,0.022535114,0.17367078,0.000296935,0.002474301,0.3793718,0.09115908,0.003495314,8.12E-06,5.84E-05,0.001183038,1.57E-05,5.89E-06,0.000868927,0
48,B20180920sunyt_TPD_DIA_vb3_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.007034041,0.3515839,0.21679501,0.2001469,0.000128129,0.061934486,6.05E-05,0.18853727,0.24234818,0.001938614,0.079083785,0.000382958,0.008855575,0.61666816,2.05E-05,0.015162296,0.44908714,0.06081797,0.026749238,0.000300407,2.21E-06,0.001463112,6.35E-05,0.000670015,0.003423953,0
49,B20180808sunyt_TPD_DIA_b70_9_1_350_1800_B,B,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000363678,0.78295267,0.33259037,0.1445013,1.58E-05,0.04356364,0.000368605,0.0210128,0.001429481,0.000901765,0.003249977,7.52E-05,8.27E-05,0.008120544,0.004043288,0.005053512,0.45471328,0.016866194,0.002185258,7.57E-05,0.000327595,0.000572089,4.12E-05,0.000138228,9.68E-05,0
50,B20180619sunyt_TPD_DIA_b52_6_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000232068,0.02144378,0.060839493,0.037423432,1.24E-05,0.032519102,0.000100682,0.02956621,0.003092075,2.50E-05,0.001148503,6.26E-05,5.60E-05,0.001615265,6.81E-06,0.00236472,0.04456991,0.005301241,0.001768131,1.11E-06,4.31E-06,0.000750374,8.04E-06,1.01E-05,6.85E-06,0
51,B20180927sunyt_TPD_DIA_vb16_3_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.9917548,0.974003,0.79012316,0.7702134,0.9999968,0.64896536,0.9994221,0.992309,0.99126315,0.99993837,0.997068,0.9999926,0.9999862,0.9984736,0.9999566,0.99501234,0.9800684,0.9981059,0.99967325,0.99998784,0.99997985,0.9995927,0.99999666,0.99995434,0.99996305,1
52,B20180805sunyt_TPD_DIA_b1_5_1_350_1800_B,B,Benign,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Benign,Malignant,Benign,Malignant,Malignant,Benign,Malignant,Benign,Benign,Malignant,Benign,Malignant,0.39042783,0.3930064,0.85084313,0.7893633,0.9999974,0.4881614,0.99979717,0.8255079,0.9884681,0.9999583,0.38489076,0.516454,0.001555062,0.4355448,0.99999046,0.41847995,0.6920157,0.6915768,0.31170142,0.99991465,0.15062661,0.007666564,0.99993336,0.00676726,0.9999697,0
53,A20180926sunyt_TPD_DIA_vb14_10_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000974277,0.03463191,0.18096305,0.1579515,4.61E-05,0.07883615,0.000166284,0.02049043,0.11247886,0.015751828,0.005925938,2.54E-06,0.00037193,0.000888887,0.006577036,0.003961472,0.179172,0.04943703,0.1803544,4.48E-06,3.32E-06,0.010597969,0.001107899,1.80E-05,0.000220245,0
54,B20180718sunyt_TPD_DIA_b73_7_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,0.8717077,0.76000595,0.95238703,0.7477752,0.9999964,0.72337633,0.9997099,0.9830351,0.9682712,0.94018227,0.98349035,0.9999722,0.99969256,0.9915764,0.9999862,0.23826712,0.9175905,0.9800294,0.9996855,0.9998869,0.99988365,0.9980014,0.9999993,0.9988568,0.19217984,1
55,B20180808sunyt_TPD_DIA_b70_15_1_350_1800_B,B,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.69055,0.27565253,0.43595093,0.36569318,0.003439922,0.086287305,0.000302065,0.60623276,0.07748992,0.5472112,0.07585758,5.71E-05,0.006933672,0.036718152,0.9999521,0.34045243,0.4999408,0.24512573,0.010941461,0.23007135,0.004383234,0.09235932,7.08E-05,7.75E-05,4.65E-05,0
56,B20180930sunyt_TPD_DIA_vb20_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.006838668,0.28541335,0.23425561,0.1664725,0.001971911,0.31861284,7.10E-05,0.21116166,0.007033653,0.9991437,0.014142272,0.01716546,0.1258607,0.011032716,7.29E-05,0.057195902,0.52493894,0.07478648,0.004955746,3.74E-05,0.45779893,0.15800136,3.61E-06,3.35E-06,3.40E-05,0
57,B20181004sunyt_TPD_DIA_vb32_12_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,0.08046406,0.48579296,0.23617011,0.17906143,8.08E-05,0.497594,0.006836887,0.223238,0.008798773,0.004829646,0.009956205,1.18E-05,0.04299399,0.008367601,0.026057735,0.01738498,0.41924867,0.09126828,0.012750289,2.00E-05,0.6924859,0.20680358,1.86E-05,5.10E-06,0.16507903,0
58,C20180923sunyt_TPD_DIA_vb10_4_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.03516151,0.11536128,0.19984458,0.1766664,0.000349283,0.19677682,0.000536961,0.27637628,0.022679888,0.007514588,0.3112176,5.39E-05,0.009147977,0.07202199,9.86E-05,0.14914016,0.32321733,0.21342497,0.052702263,2.99E-05,0.000726256,0.01728904,0.000619321,5.54E-05,0.068130694,0
59,B20180724sunyt_TPD_DIA_b80_14_1_350_1800_B,B,Benign,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Benign,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,0.050339796,0.49781048,0.78572696,0.73915297,0.9999782,0.4052707,0.9750206,0.97220653,0.9598319,0.9998512,0.992301,0.9988558,0.9998293,0.9643088,0.9999796,0.06862779,0.5629391,0.71911323,0.04611207,0.9847764,0.98868805,0.16804712,0.9674932,0.97192323,0.7746063,0
60,B20180821sunyt_TPD_DIA_b64_4_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000460117,0.10796648,0.101296574,0.046165988,3.44E-06,0.032303642,0.000500739,0.056169197,0.000605689,2.53E-05,0.11866851,2.69E-05,0.004710358,0.008733193,1.29E-05,0.06953909,0.04068199,0.07646728,0.011991642,4.38E-05,4.06E-05,0.009451184,1.94E-06,2.78E-05,0.000456438,0
61,C20180925sunyt_TPD_DIA_vb17_15_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.20987934,0.19459805,0.19620429,0.25763163,7.85E-05,0.07015079,0.012170835,0.4808951,0.052755546,0.06300351,0.023976536,0.9574829,0.12453501,0.02374068,0.002571418,0.05213784,0.28928652,0.026535425,0.03020275,0.000127263,6.60E-05,0.044973284,0.000263069,9.88E-05,0.000168897,0
62,B20180821sunyt_TPD_DIA_b71_8_1_350_1800_M,M,Malignant,Malignant,Malignant,Benign,Benign,Malignant,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,0.8773015,0.5351234,0.5534839,0.4854409,0.035088737,0.8110797,0.97667056,0.43189427,0.6150527,0.30293724,0.00792529,0.000102551,0.007393514,0.73531157,0.6472193,0.9370618,0.708211,0.5793316,0.07724187,0.99719465,0.9994312,0.7460926,0.53583646,0.76993394,0.000887886,1
63,B20180821sunyt_TPD_DIA_b71_6_1_350_1800_M,M,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Benign,Benign,Malignant,0.9259218,0.9446136,0.8192869,0.4700015,0.9536911,0.54333043,0.68130547,0.9261603,0.9898836,0.9994974,0.9576749,0.9997745,0.99883515,0.97567165,0.110540375,0.8745672,0.83021224,0.5760784,0.01345742,0.7651063,0.99170613,0.9991911,0.000668463,9.23E-06,0.99961394,1
64,B20180808sunyt_TPD_DIA_b70_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000314575,0.03674807,0.13409375,0.04659885,6.61E-06,0.020318417,8.88E-05,0.039733294,0.071037844,2.99E-05,0.004537955,0.001907037,0.005305923,0.003415874,0.007163026,0.005903584,0.39305913,0.08688316,0.003137339,1.45E-05,0.00025192,0.011054928,0.004094114,9.07E-06,0.000448265,0
65,B20180619sunyt_TPD_DIA_b52_8_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,0.000383272,0.020775823,0.10328302,0.05026059,6.66E-06,0.08064739,0.000174384,0.009309177,0.028058905,0.000277338,0.01152823,4.38E-05,3.17E-05,0.000531529,1.23E-05,0.007346988,0.3683608,0.004847204,0.000479491,4.82E-05,5.36E-06,0.000570249,0.000141282,0.001033489,0.9973775,0
66,B20181010sunyt_TPD_DIA_vb11_5_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,0.1850137,0.14069425,0.22884913,0.17569734,0.005890421,0.32243672,0.000402937,0.6526728,0.021743307,3.04E-05,0.031509154,1.92E-05,8.29E-05,0.003201563,8.99E-06,0.01648175,0.30372822,0.040299013,0.647415,0.00012197,0.017798586,0.015888719,3.21E-05,0.000277024,8.46E-05,0
67,B20180821sunyt_TPD_DIA_b64_8_1_350_1800_M,M,Benign,Malignant,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,0.028231144,0.537152,0.3261799,0.6733036,0.023834152,0.14067233,0.541019,0.8947124,0.059573114,0.001527431,0.71445847,0.9971789,0.8723787,0.90768886,0.99343455,0.039762147,0.8158588,0.24919741,0.069278695,0.1899853,0.36614534,0.01222801,0.97472656,0.00047484,0.5290478,1
68,B20180924sunyt_TPD_DIA_vb8_8_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.008148522,0.056887694,0.16207652,0.27904728,1.27E-05,0.29013988,0.000625742,0.015624011,0.006205525,0.00037068,0.016841289,0.9988708,0.15147147,0.007852515,4.66E-05,0.004854641,0.73892,0.008968749,0.009846964,4.94E-05,0.002274043,0.021495136,0.000172258,4.69E-05,0.29797113,0
69,B20180730sunyt_TPD_DIA_b75_7_1_350_1800_B,B,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.6799373,0.13774568,0.33064687,0.23720169,3.55E-05,0.07445859,0.000116055,0.077680975,0.17820333,0.000429351,0.01696241,0.000281755,0.001128934,0.014030977,2.97E-05,0.002596234,0.37700823,0.018661529,0.002221248,9.86E-06,1.83E-05,0.000231531,3.26E-06,3.20E-06,7.18E-05,0
70,B20181006sunyt_TPD_DIA_vb34_9_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.003551043,0.036835432,0.20311816,0.24111065,9.30E-06,0.4877183,0.000534228,0.14539082,0.018261509,0.00520334,0.08253432,0.002436573,0.22743918,0.003863399,0.000200794,0.004621869,0.60358524,0.081589974,0.004418584,4.51E-05,0.000542015,0.18924002,0.000588582,2.06E-05,0.17072727,0
71,B20180808sunyt_TPD_DIA_b10_15_1_350_1800_M,M,Malignant,Malignant,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,0.944047,0.82376754,0.5213193,0.16931036,0.063258015,0.44195476,0.8618711,0.21726647,0.032239027,0.93664306,0.03355887,0.47554407,0.86140233,0.84532493,0.6953553,0.18996367,0.56018925,0.4043228,0.17803952,0.663331,0.000522568,0.004141018,9.14E-05,3.26E-05,0.99776757,1
72,B20180615sunyt_TPD_DIA_b44_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000192999,0.011057013,0.095174864,0.08031484,3.97E-05,0.07177195,6.71E-05,0.018013231,0.000445026,9.03E-06,0.001191055,2.80E-05,2.29E-05,0.011332207,6.53E-06,0.021258054,0.031758662,0.002594485,0.004231949,6.38E-06,1.03E-05,0.00024487,3.77E-06,6.29E-06,7.08E-06,0
73,C20180924sunyt_TPD_DIA_vb11_12_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000197822,0.033998456,0.060358517,0.121208325,9.17E-05,0.05175642,0.000119935,0.017394515,0.022158489,0.000302736,0.017429693,0.00011264,1.77E-05,0.09763782,2.28E-05,0.10364226,0.0453092,0.01868282,0.16777475,1.12E-05,1.47E-05,0.003619271,1.04E-06,5.50E-05,5.67E-06,0
74,B20181004sunyt_TPD_DIA_vb32_4_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.005653552,0.35949147,0.24145496,0.147474,2.74E-06,0.30477002,0.000586224,0.108713806,0.003608858,8.20E-05,0.07306565,1.48E-05,0.000747719,0.18277502,5.04E-06,0.0164809,0.39547107,0.054158267,0.30383596,3.72E-05,0.002636288,0.044145126,2.21E-06,1.55E-05,4.49E-06,0
75,A20180906sunyt_TPD_DIA_b16_13_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.005522353,0.026829306,0.16376917,0.18448457,0.038761612,0.60540855,0.056314547,0.013590944,0.00327852,0.043093354,0.0213525,0.8236004,0.008026484,0.97076607,0.00721821,0.14276895,0.16201328,0.9654787,0.008662467,0.03823298,0.001187533,0.001598678,0.01715555,2.45E-06,3.01E-05,1
76,B20180807sunyt_TPD_DIA_b11_8_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.99217683,0.9889365,0.9460248,0.78516215,0.99999964,0.91081107,0.99978703,0.99492115,0.9982718,0.9999927,0.9214772,0.9999893,0.9999807,0.97790396,0.99993515,0.9909928,0.9698076,0.9184892,0.9974106,0.99269754,0.9817926,0.9521949,0.9596262,0.9999908,0.9999213,1
77,B20180801sunyt_TPD_DIA_b83_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.054651078,0.45834816,0.116366364,0.103369884,4.48E-05,0.14715384,0.19940595,0.028916739,0.11188421,0.000634059,0.029234413,2.20E-05,0.000937072,0.6765875,5.23E-05,0.0169048,0.31301805,0.010794125,0.13461831,5.90E-05,0.000125306,0.000338823,0.001544391,2.04E-05,7.88E-06,0
78,C20181001sunyt_TPD_DIA_vb28_4_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Malignant,Malignant,Benign,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,0.6933177,0.90197873,0.5755559,0.6616388,3.84E-05,0.15378076,0.9961761,0.31422102,0.088609315,0.001475299,0.99048597,0.9587512,0.00856816,0.15218224,0.99764985,0.3126238,0.2743464,0.87908125,0.8899731,0.021253282,0.113277204,0.21852994,8.11E-05,0.8456322,0.000427267,1
79,B20180723sunyt_TPD_DIA_b79_6_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.9837104,0.93378395,0.90690714,0.7463655,0.9999981,0.84512025,0.9993025,0.9713387,0.9891561,0.99992883,0.9882775,0.99999464,0.9999769,0.8418142,0.99998224,0.9965564,0.9506179,0.9977487,0.9991399,0.9999206,0.9998685,0.9979882,0.99998,0.99996567,0.99999213,1
80,B20180724sunyt_TPD_DIA_b80_15_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000222529,0.033323538,0.03514707,0.105975434,4.21E-05,0.06801814,0.045272045,0.28938523,0.001891615,1.75E-05,0.015513266,0.19289984,0.007551318,0.04995625,0.49190885,0.3552534,0.103962265,0.1053279,0.116828255,3.26E-05,5.71E-06,0.003137542,9.31E-06,5.21E-05,0.007670722,0
81,B20180920sunyt_TPD_DIA_vb3_9_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.03554152,0.19576685,0.23927279,0.16570032,0.001463189,0.42547074,0.025703622,0.5053491,0.36947426,0.000430942,0.11233669,1.85E-05,0.000696992,0.11141781,0.000798398,0.12517849,0.6094278,0.066914916,0.14237697,4.84E-05,0.40704626,0.005887746,2.55E-06,0.000795777,0.002356514,0
82,A20180921sunyt_TPD_DIA_vb6_11_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,0.007830805,0.1832784,0.2449595,0.24973583,0.00326165,0.46999013,0.24632792,0.5174924,0.042176373,0.001775678,0.1845382,7.01E-06,0.003351019,0.09896219,0.002854359,0.029393991,0.5473321,0.70029205,0.761238,0.4598385,0.76880866,0.003426724,0.000178514,0.003253176,0.014623859,1
83,B20181001sunyt_TPD_DIA_vb25_15_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,0.00099495,0.12001803,0.17643681,0.14693758,8.11E-07,0.08549871,0.001091514,0.2676673,0.001994851,2.61E-05,0.06398123,0.000255436,0.94468623,0.71369326,0.91855097,0.061732072,0.1202182,0.039923683,0.000981778,1.56E-05,0.000824723,0.001374624,0.00016796,1.24E-05,0.74733686,1
84,B20180926sunyt_TPD_DIA_vb15_13_1_350_1800_M,M,Benign,Malignant,Malignant,Malignant,Malignant,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Benign,Malignant,Malignant,0.14432923,0.5029392,0.77486897,0.561966,0.9948602,0.47992554,0.04020284,0.67368406,0.61649,0.81701696,0.85830283,0.87380403,0.6326354,0.6243634,0.9962608,0.24037433,0.74057794,0.9375538,0.86808527,0.008619002,0.9865905,0.9978047,0.17159164,0.99997056,0.923019,1
